id,state,Cat0,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
21,VA,0,1,1,0,0,0,1,0,132,510,0,0,0,81.1,86,13.79,245.2,72,20.84,237,115,10.67,10.3,2,2.78,0,0
1906,FL,1,0,1,0,0,0,0,0,22,415,0,0,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,0
187,MO,0,0,1,0,0,0,1,0,123,415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0
528,KS,0,1,0,1,0,0,0,0,121,408,0,0,0,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,4,2.48,1,0
581,WA,0,0,1,1,1,0,0,0,63,408,0,0,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,0
3340,AK,1,0,0,0,0,0,0,0,91,510,0,0,0,197.3,120,33.54,202.4,89,17.2,290.5,128,13.07,15.3,7,4.13,1,0
3146,NE,0,0,0,1,0,0,0,1,120,415,0,1,40,222.2,80,37.77,223.1,84,18.96,164,65,7.38,12.1,3,3.27,1,0
268,VA,0,1,1,0,0,0,1,0,104,408,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,0
1049,MN,0,0,1,0,0,1,0,0,138,415,0,0,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,0
791,NC,0,0,0,1,0,1,0,0,122,415,0,0,0,180,88,30.6,145,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0
1828,IA,1,0,0,0,0,1,0,0,120,415,0,1,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0
848,ND,0,0,0,1,0,0,1,0,105,510,0,0,0,246.4,83,41.89,256.2,101,21.78,169,151,7.61,3.8,4,1.03,0,0
3335,UT,0,1,1,0,0,1,0,0,86,510,1,1,0,225.5,95,38.34,229.3,101,19.49,134,82,6.03,11.6,10,3.13,2,0
3915,RI,1,1,0,0,0,1,0,0,128,510,0,0,0,212.4,118,36.11,148.6,108,12.63,214.8,98,9.67,9.8,5,2.65,1,0
769,TX,0,1,1,0,1,0,0,0,125,415,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,1,0
1524,MN,0,0,1,0,0,1,0,0,117,408,0,0,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0
3740,ID,1,0,0,0,0,0,1,0,67,415,0,0,0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3,0
2463,OH,0,0,0,0,0,0,1,1,165,510,0,0,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,0
825,ND,0,0,0,1,0,0,1,0,84,415,0,1,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,4,3.51,1,0
1702,MI,0,0,1,0,1,0,0,0,102,510,0,0,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,0
36,WI,0,0,1,1,0,1,0,0,64,510,0,0,0,154,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1,0
429,OK,1,1,1,0,0,0,0,0,52,408,0,0,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,0
3427,MS,0,0,1,0,0,0,0,1,79,415,0,0,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,0
2558,OR,1,1,0,1,0,0,0,0,101,415,0,0,0,118.6,89,20.16,199.6,97,16.97,200.45,61,9.02,11.5,5,3.11,1,0
3816,MN,0,0,1,0,0,1,0,0,96,408,1,0,0,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3,0
1335,UT,0,1,1,0,0,1,0,0,91,415,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,4,1.51,1,0
3825,KY,0,1,0,0,1,0,0,0,22,415,0,0,0,222.9,97,37.89,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73,1,0
1077,FL,1,0,1,0,0,0,0,0,68,415,0,1,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
2860,OH,0,0,0,0,0,0,1,1,54,415,0,0,0,255.4,122,43.42,22.3,87,17.06,152.6,72,6.87,11.1,6,3,0,0
1884,CT,0,0,0,0,0,0,1,0,90,415,0,0,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,0
2999,AL,0,1,0,0,0,0,0,0,92,408,0,0,0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1,0
548,VA,0,1,1,0,0,0,1,0,34,415,0,0,0,151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,0
3304,NH,0,0,0,0,1,1,0,0,119,408,0,0,0,215.1,105,36.57,249.4,104,21.2,249.9,83,11.25,10.8,8,2.92,2,0
1121,NH,0,0,0,0,1,1,0,0,111,510,0,0,0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,4,2.51,0,0
1642,OR,1,1,0,1,0,0,0,0,155,408,0,1,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0
1745,CT,0,0,0,0,0,0,1,0,97,415,0,0,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,0
1111,CT,0,0,0,0,0,0,1,0,100,415,0,0,0,235.8,130,40.09,176,69,14.96,200.45,122,9.02,7.3,1,1.97,2,0
1681,SC,1,1,0,0,0,0,1,0,114,510,0,1,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,0
4107,WA,0,0,1,1,1,0,0,0,113,408,0,0,0,161.1,133,27.39,205.3,95,17.45,200.45,93,9.02,12.2,2,3.29,2,0
2209,NY,0,0,0,0,0,1,0,1,148,408,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0
1802,UT,0,1,1,0,0,1,0,0,81,510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0
3852,LA,0,1,0,0,0,1,0,0,34,408,0,0,0,151.1,92,25.69,211.7,86,17.99,205.8,72,9.26,9.8,4,2.65,0,0
716,RI,1,1,0,0,0,1,0,0,70,415,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0
4233,KS,0,1,0,1,0,0,0,0,108,408,0,0,0,170.3,48,28.95,187.7,146,15.95,204,84,9.18,16.1,4,4.35,3,0
496,OH,0,0,0,0,0,0,1,1,75,510,0,1,0,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,0
2376,MA,0,1,0,0,0,0,1,0,13,408,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0
2378,SD,1,1,0,0,0,0,0,1,114,415,0,1,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0
2341,NC,0,0,0,1,0,1,0,0,116,408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0
3161,WA,0,0,1,1,1,0,0,0,126,510,0,1,0,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86,2,0
261,MA,0,1,0,0,0,0,1,0,73,408,0,0,0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,0
1964,UT,0,1,1,0,0,1,0,0,4,510,1,0,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0
1949,UT,0,1,1,0,0,1,0,0,37,510,0,0,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,0
1902,RI,1,1,0,0,0,1,0,0,117,408,0,1,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,0
936,TN,0,1,1,1,0,0,0,0,108,408,0,1,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
1389,MO,0,0,1,0,0,0,1,0,110,408,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0
3214,TN,0,1,1,1,0,0,0,0,61,415,0,1,38,139.8,108,23.77,58.3,120,17.06,203.4,100,9.15,9.7,1,2.62,3,0
3970,WY,0,0,1,1,0,0,0,1,105,408,0,0,0,160.3,86,27.25,195.2,80,16.59,163.3,109,7.35,12.7,3,3.43,2,0
706,OR,1,1,0,1,0,0,0,0,67,415,1,0,0,120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,4,3.08,2,0
2969,VA,0,1,1,0,0,0,1,0,130,415,0,0,0,138.7,68,23.58,205.6,102,17.48,231.2,108,10.4,13.6,3,3.67,2,0
2943,MI,0,0,1,0,1,0,0,0,143,415,0,0,0,191.6,53,32.57,104.6,104,8.89,195.8,125,8.81,10.7,9,2.89,3,0
1876,IN,0,1,1,0,0,0,0,0,110,415,0,0,0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0
468,AZ,0,0,0,1,0,0,0,0,75,510,0,1,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,0
1194,NM,0,0,0,0,1,0,0,1,100,408,0,0,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,0
980,IN,0,1,1,0,0,0,0,0,108,415,0,0,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0
2735,AR,0,0,1,0,0,0,0,0,33,408,0,0,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,0
351,IN,0,1,1,0,0,0,0,0,96,415,0,1,0,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,0
1679,ME,0,0,1,1,0,0,0,0,66,510,0,0,0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,0
1815,AL,0,1,0,0,0,0,0,0,100,415,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
2483,UT,0,1,1,0,0,1,0,0,97,415,0,0,0,209.2,134,35.56,0,100,17.06,175.4,94,7.89,11.8,6,3.19,1,0
1593,SD,1,1,0,0,0,0,0,1,27,408,0,0,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,0
2739,IL,1,0,0,0,0,0,0,1,117,415,0,0,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,0
2398,MS,0,0,1,0,0,0,0,1,130,510,0,1,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,0
2218,KY,0,1,0,0,1,0,0,0,73,510,0,0,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0
3280,NC,0,0,0,1,0,1,0,0,115,415,0,1,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4,0,0
3158,CO,0,0,0,0,0,1,0,0,71,415,0,0,0,217.7,114,37.01,182,105,15.47,113.5,87,5.11,8.5,10,2.3,4,0
2474,NE,0,0,0,1,0,0,0,1,80,415,0,0,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0
3929,FL,1,0,1,0,0,0,0,0,95,408,0,1,0,116.4,115,19.79,283.7,123,24.11,285.2,103,12.83,12.8,4,3.46,1,0
1376,WI,0,0,1,1,0,1,0,0,133,510,0,0,0,187,65,31.79,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2,0
2216,LA,0,1,0,0,0,1,0,0,69,415,0,1,37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0
798,AK,1,0,0,0,0,0,0,0,132,415,0,1,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0
629,TX,0,1,1,0,1,0,0,0,90,415,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2,0
2448,OR,1,1,0,1,0,0,0,0,159,510,0,0,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,0
87,KY,0,1,0,0,1,0,0,0,95,408,0,0,0,135,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1,0
529,NC,0,0,0,1,0,1,0,0,64,408,0,1,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,0
1451,NJ,0,0,0,0,1,0,1,0,106,415,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0
3248,FL,1,0,1,0,0,0,0,0,194,408,0,1,0,203.7,109,34.63,192.9,125,16.4,318,81,14.31,10.8,4,2.92,3,0
1496,CO,0,0,0,0,0,1,0,0,54,510,0,1,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0
887,KS,0,1,0,1,0,0,0,0,67,408,0,0,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0,0
3844,DC,0,0,0,0,0,0,0,1,105,510,0,0,0,193.2,139,32.84,260.3,104,22.13,226.4,133,10.19,7.8,2,2.11,1,0
3060,KS,0,1,0,1,0,0,0,0,152,408,0,1,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,0
1210,VA,0,1,1,0,0,0,1,0,86,415,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0
907,UT,0,1,1,0,0,1,0,0,82,510,1,0,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0
898,MO,0,0,1,0,0,0,1,0,164,408,0,1,25,219.1,88,37.25,151.5,99,12.88,200.45,60,9.02,14.3,6,3.86,1,0
3861,WY,0,0,1,1,0,0,0,1,69,415,0,0,0,211.7,94,35.99,236.1,124,20.07,252.7,90,11.37,7.2,2,1.94,4,0
817,OR,1,1,0,1,0,0,0,0,21,510,0,1,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0
2232,AL,0,1,0,0,0,0,0,0,102,415,0,0,0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0
478,CO,0,0,0,0,0,1,0,0,90,408,0,1,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,0
2493,KS,0,1,0,1,0,0,0,0,137,415,0,1,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0
2402,WV,0,0,1,1,0,0,1,0,139,415,0,0,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0
2663,AL,0,1,0,0,0,0,0,0,13,415,0,0,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,0
3466,ME,0,0,1,1,0,0,0,0,82,415,0,0,0,120.5,107,20.49,176.3,124,14.99,258,121,11.61,10.5,5,2.84,0,0
1554,WV,0,0,1,1,0,0,1,0,52,510,0,1,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,0
4088,LA,0,1,0,0,0,1,0,0,51,415,0,0,0,176.7,129,30.04,218.9,125,18.61,183.9,51,8.28,9.1,4,2.46,0,0
2460,OH,0,0,0,0,0,0,1,1,136,408,1,0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0
537,MT,0,0,0,1,1,0,0,0,50,415,0,1,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0
3718,VA,0,1,1,0,0,0,1,0,118,408,0,0,0,160.3,110,27.25,53.2,92,17.06,130.7,119,5.88,10.5,4,2.84,0,0
555,OR,1,1,0,1,0,0,0,0,120,415,0,0,0,252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,0
1925,IN,0,1,1,0,0,0,0,0,88,415,1,1,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,0
451,NC,0,0,0,1,0,1,0,0,26,415,0,0,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,0
689,MN,0,0,1,0,0,1,0,0,80,415,0,0,0,105.8,110,17.99,43.9,88,17.06,189.6,87,8.53,13.1,5,3.54,0,0
3984,MO,0,0,1,0,0,0,1,0,87,415,1,0,0,128.9,71,21.91,281.9,91,23.96,209.1,100,9.41,9.9,4,2.67,0,0
1185,TX,0,1,1,0,1,0,0,0,98,408,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,0
1912,MT,0,0,0,1,1,0,0,0,119,510,0,0,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,0
3781,RI,1,1,0,0,0,1,0,0,87,415,0,0,0,210.7,100,35.82,215.6,116,18.33,170.4,79,7.67,13.2,3,3.56,1,0
3165,LA,0,1,0,0,0,1,0,0,44,510,0,0,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0,0
686,NM,0,0,0,0,1,0,0,1,153,408,0,0,0,185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0
4191,NC,0,0,0,1,0,1,0,0,93,510,0,0,0,217.2,92,36.92,204.5,83,17.38,157.9,101,7.11,11.4,10,3.08,1,0
2539,CO,0,0,0,0,0,1,0,0,71,415,0,0,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0
4154,RI,1,1,0,0,0,1,0,0,87,415,0,0,0,139.7,112,23.75,226.8,62,19.28,168.5,65,7.58,15.1,7,4.08,1,0
3477,PA,1,1,0,0,1,0,0,0,59,510,0,0,0,189.1,141,32.15,198.2,113,16.85,280.2,103,12.61,10.3,7,2.78,1,0
2006,IN,0,1,1,0,0,0,0,0,68,415,0,0,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,0
1662,TX,0,1,1,0,1,0,0,0,38,510,0,0,0,149,92,25.33,49.2,78,17.06,163.3,93,7.35,13.9,4,3.75,0,0
797,PA,1,1,0,0,1,0,0,0,53,415,0,0,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0
2394,VA,0,1,1,0,0,0,1,0,99,510,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0
3291,CO,0,0,0,0,0,1,0,0,126,415,0,0,0,120,82,20.4,213.6,111,18.16,312.9,136,14.08,7.5,6,2.03,1,0
3775,KY,0,1,0,0,1,0,0,0,53,510,0,0,0,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62,1,0
3070,NH,0,0,0,0,1,1,0,0,122,415,0,1,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2,0
3750,MN,0,0,1,0,0,1,0,0,85,415,0,0,0,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48,4,0
1891,OH,0,0,0,0,0,0,1,1,68,510,0,0,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
2745,AZ,0,0,0,1,0,0,0,0,97,408,0,1,25,141,101,23.97,212,85,18.02,175.2,138,7.88,4.9,2,1.32,3,0
939,FL,1,0,1,0,0,0,0,0,136,408,1,0,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,0
1232,MO,0,0,1,0,0,0,1,0,131,408,0,0,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0
3860,NJ,0,0,0,0,1,0,1,0,94,415,0,0,0,145.4,92,24.72,172.8,103,14.69,183.9,100,8.28,9.3,3,2.51,2,0
1025,KS,0,1,0,1,0,0,0,0,36,510,0,0,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,0
987,WI,0,0,1,1,0,1,0,0,111,415,0,1,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
1868,MS,0,0,1,0,0,0,0,1,68,415,0,1,34,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0
2851,NE,0,0,0,1,0,0,0,1,76,415,0,1,0,212.6,110,36.14,172.7,97,14.68,186.3,78,8.38,10.1,5,2.73,0,0
1668,WI,0,0,1,1,0,1,0,0,140,415,0,0,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0
2363,ID,1,0,0,0,0,0,1,0,151,415,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0
2256,IA,1,0,0,0,0,1,0,0,197,415,0,0,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0
1701,AR,0,0,1,0,0,0,0,0,91,510,0,1,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0
2095,WY,0,0,1,1,0,0,0,1,78,408,0,0,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0
2731,SC,1,1,0,0,0,0,1,0,88,408,0,0,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,0
4230,AR,0,0,1,0,0,0,0,0,93,415,0,0,0,131.9,91,22.42,203.8,92,17.32,205.6,121,9.25,6.8,3,1.84,1,0
2522,MT,0,0,0,1,1,0,0,0,132,408,0,0,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0
793,MN,0,0,1,0,0,1,0,0,150,415,0,1,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1,0
4066,SD,1,1,0,0,0,0,0,1,106,415,0,0,0,94.8,113,16.12,283.2,95,24.07,219.3,106,9.87,6.8,4,1.84,1,0
2732,UT,0,1,1,0,0,1,0,0,61,415,1,1,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,0
2787,UT,0,1,1,0,0,1,0,0,100,408,0,0,0,185,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,0
2578,AZ,0,0,0,1,0,0,0,0,88,415,0,0,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,0
1869,OH,0,0,0,0,0,0,1,1,132,415,0,1,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0
3483,MN,0,0,1,0,0,1,0,0,115,408,0,0,0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1,0
1506,WI,0,0,1,1,0,1,0,0,63,510,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0
1052,GA,1,0,0,1,0,0,0,0,58,510,0,0,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,0
1590,HI,1,0,0,0,1,0,0,0,132,408,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,0
3459,NV,0,0,0,0,0,1,1,0,134,415,0,0,0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,0
4197,ME,0,0,1,1,0,0,0,0,89,415,0,0,0,242.5,71,41.23,213.3,109,18.13,231,84,10.4,6.3,3,1.7,3,0
997,HI,1,0,0,0,1,0,0,0,87,408,0,1,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,0
3295,VA,0,1,1,0,0,0,1,0,58,408,0,0,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0,0
1852,OH,0,0,0,0,0,0,1,1,109,415,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
431,WI,0,0,1,1,0,1,0,0,41,408,0,0,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,0
2212,NE,0,0,0,1,0,0,0,1,147,415,0,1,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0
3043,MO,0,0,1,0,0,0,1,0,104,510,0,0,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3,0
4250,VT,0,1,1,0,0,0,0,1,86,415,0,1,34,129.4,102,22,267.1,104,22.7,154.8,100,6.97,9.3,4,2.51,0,0
2461,MN,0,0,1,0,0,1,0,0,135,408,0,0,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0
3025,CT,0,0,0,0,0,0,1,0,94,415,0,0,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0,0
1965,IL,1,0,0,0,0,0,0,1,148,408,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,0
2693,MD,0,1,0,0,0,0,0,1,51,510,0,1,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,0
3302,KS,0,1,0,1,0,0,0,0,104,408,0,0,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,10.3,4,2.78,1,0
3682,NH,0,0,0,0,1,1,0,0,183,408,0,1,38,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94,3,0
290,VT,0,1,1,0,0,0,0,1,162,510,0,0,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,4,2.84,1,0
2937,KY,0,1,0,0,1,0,0,0,47,415,0,1,40,158.3,90,26.91,213.2,71,18.12,123,132,5.54,14,2,3.78,2,0
2565,KY,0,1,0,0,1,0,0,0,135,510,0,0,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,0
2215,UT,0,1,1,0,0,1,0,0,116,415,0,1,24,232.9,90,39.59,152.1,94,12.93,200.45,82,9.02,10.7,6,2.89,1,0
2560,NE,0,0,0,1,0,0,0,1,78,510,0,1,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,0
4044,CO,0,0,0,0,0,1,0,0,61,510,0,0,0,88.1,60,14.98,129.7,108,11.02,169,87,7.61,13.3,4,3.59,2,0
4126,TN,0,1,1,1,0,0,0,0,39,510,0,0,0,189.6,89,32.23,251.6,116,21.39,230.9,105,10.39,5.4,8,1.46,3,0
1006,VT,0,1,1,0,0,0,0,1,100,415,0,1,25,215.9,90,36.7,257.9,92,21.92,180.2,100,8.11,11.6,4,3.13,1,0
1863,RI,1,1,0,0,0,1,0,0,127,510,0,0,0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0
3957,SC,1,1,0,0,0,0,1,0,127,510,0,1,33,180.5,94,30.69,241.9,107,20.56,225.4,113,10.14,7.4,2,2,1,0
3585,VT,0,1,1,0,0,0,0,1,122,415,1,0,0,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10,4,2.7,0,0
1449,AZ,0,0,0,1,0,0,0,0,100,415,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0
3402,UT,0,1,1,0,0,1,0,0,188,408,0,0,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,0
3956,OK,1,1,1,0,0,0,0,0,174,408,0,0,0,178,49,30.26,141.5,83,12.03,265.1,114,11.93,6.2,5,1.67,3,0
